"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",9.2682635417932,0.508855300873782,18.2139471198948,4.00038700375523e-74
"(Intercept).1",4.61877576132812,0.0842426027494307,54.8270781123193,0
