"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",1.00001574972644,1.00003107182074,2.93558195582269,0.0866491546239686
"s(site,locality):dummy",6.31101793088524,8,32.5472409026719,-4.84358732677492e-06
"s.1(pred.date)",1.00008473323269,1.00016806943098,5.17500315056998,0.022922840634084
"s.1(site,locality):dummy",2.39419792077195e-05,8,1.31648889130063e-05,0.80974211018237
