"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",1.00001566830685,1.00003067329179,5.2279227748181,0.022229057198922
"s(site,locality):dummy",6.87445151845703,8,56.7278516763056,0
"s.1(pred.date)",1.26705744735259,1.47819596679513,51.7752570167144,0
"s.1(site,locality):dummy",2.27023990861124,8,4.61375762266175,0.214691589487664
