"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",5.83024934029037,6.83474172143149,50.7411693989494,0
"s(site,locality):dummy",6.28462632368623,8,43.848873089222,4.4532905966177e-06
"s.1(pred.date)",1.00039375492633,1.00077319504268,6.45771308107221,0.0110585198872339
"s.1(site,locality):dummy",5.30810063325484,8,29.6080824546656,0.00085607035413493
