"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",1.00000874685019,1.00001733829773,3.01858846034194,0.0823193754796951
"s(site,locality):dummy",6.7160992517541,8,44.2295971057654,0
"s.1(pred.date)",1.00001197657004,1.00002387938176,20.6054628363882,6.50407345204052e-06
"s.1(site,locality):dummy",1.08682611228423e-05,8,1.13188721855471e-05,0.39681346859815
