"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",2.42368430765584,3.02827150339052,8.65324577503021,0.0362156904522453
"s(site,locality):dummy",6.9848392425529,8,259.23124762494,0.000691212605345326
"s.1(pred.date)",1.00008057130172,1.00014751827949,6.52290203330664,0.0106531901399387
"s.1(site,locality):dummy",6.39851844607932,8,258.52818494134,0.00675270495226954
