"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.0432755846133489,0.113817608428039,0.380218713176616,0.703783069411485
"date.diff",0.0406153047107244,0.0223195291234225,1.819720500649,0.0688015797101367
"(Intercept).1",0.0855132810957797,0.0890630418411479,0.960143279726516,0.336983108828337
"date.diff.1",0.0217776518890007,0.0176787773321834,1.2318528300798,0.218004064431492
