"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",3.18194765172862,3.96069939128128,8.24242858164817,0.0884109957384015
"s(site,locality):dummy",6.85975084508413,8,51.1427462018907,0
"s.1(pred.date)",1.00000590828269,1.00001156602344,13.2864134920696,0.000267272470618973
"s.1(site,locality):dummy",7.0410351019242e-05,8,4.25380884777352e-05,0.764455114163869
