"","edf","Ref.df","Chi.sq","p-value"
"s(pred.date)",1.2846320978675,1.5071024052751,7.03032548963252,0.0117126567284686
"s(site,locality):dummy",7.00043780220371,8,103.198013425155,6.48728111390939e-05
"s.1(pred.date)",1.00007977569227,1.00015515307095,15.3284324726081,9.01841789406888e-05
"s.1(site,locality):dummy",7.04884158468566,8,168.038293118591,0
