"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.0798381165360321,0.202696355641607,0.393880374826255,0.693669360200371
"date.diff",0.0323590486441806,0.0387201397161777,0.835716215937636,0.403314570450055
"(Intercept).1",-0.0146085794272733,0.105277318834508,-0.13876283694342,0.889637561633828
"date.diff.1",0.0424313583144727,0.0201219058316972,2.10871468485019,0.0349692165140699
