"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.675780814213249,0.203272808090467,3.32450178930224,0.000885766650748796
"date.diff",-0.0550765555305437,0.0382408667613368,-1.4402538486975,0.149795593338392
"(Intercept).1",0.137066725431349,0.130101380960754,1.05353782119112,0.292094569688753
"date.diff.1",0.0218898195236724,0.0244549522521638,0.895107841469434,0.370729442593611
