"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.56513962601089,0.127083500606546,4.44699448247479,8.70800736193578e-06
"date.diff",-0.0351098257102975,0.0241707852472947,-1.45257282091102,0.146342396866211
"(Intercept).1",0.348351920302562,0.122817428927685,2.83633946211064,0.00456339138486455
"date.diff.1",-0.0057623810827187,0.0237015282932682,-0.24312276454997,0.807910296637963
