Data Set Name,Site Name,Country Ocean,Latitude (°),Longitude (°),Elevation (m),Publication 1,Publication 2,Original Data Citation,Neotoma ID,Archive Type,Proxy General,Proxy Type,Proxy Detial,Calibration Method,Calibration Seasonality,Paleo Data Notes,Variable Name,Units,Datum,Climate Variable,Climate Variable Detail,Seasonality,Season General,Direction,Min Year,Max Year,Resolution,Ages Per kyr,In Compilation,QC Certification,QC Comments,Link to LiPDverse,,,
LacPatricia.McAndrews.1983,Lac Patricia,North America>Canada>Quebec,56.67,-64.68,538,"Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.",10.1038/nature25464,this compilation,10.21233/N31070,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-2,5581,142,0.36,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacPatricia.McAndrews.1983.html,,,
LacPatricia.McAndrews.1983,Lac Patricia,North America>Canada>Quebec,56.67,-64.68,538,"Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.",10.1038/nature25464,this compilation,10.21233/N31070,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-2,5581,142,0.36,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacPatricia.McAndrews.1983.html,,,
LifebuoyLake.Solivieva.2015,Lifebuoy Lake,Europe>Eastern Europe>Russian Federation,59.1099,163.1524,20,10.1016/j.gloplacha.2015.06.010,10.1016/j.gloplacha.2015.04.006,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,Russian Far East calibration dataset (Nazarova et al. 2015),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,-4,6508,72,1.54,Temp12k,"MTO, AES",,http://lipdverse.org/globalHolocene/0_54_0/LifebuoyLake.Solivieva.2015.html,,,
LeGrandLemps.Clerc.1988,Le Grand Lemps,Europe>Western Europe>France,45.47,5.42,680,"Clerc, J. 1988. Recherches pollenanalytiques sur la paleo-ecologie Tardiglaciaire et Holocene du Bas-Dauphine. Ph.D. Dissertation. Universite St. Jerome, Marseille, France.",10.1038/nature25464,this compilation,10.21233/QQ1X-ZK02,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-4,10964,28,0.53,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/LeGrandLemps.Clerc.1988.html,,,
LeGrandLemps.Clerc.1988,Le Grand Lemps,Europe>Western Europe>France,45.47,5.42,680,"Clerc, J. 1988. Recherches pollenanalytiques sur la paleo-ecologie Tardiglaciaire et Holocene du Bas-Dauphine. Ph.D. Dissertation. Universite St. Jerome, Marseille, France.",10.1038/nature25464,this compilation,10.21233/QQ1X-ZK02,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,-4,10964,28,0.53,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/LeGrandLemps.Clerc.1988.html,,,
LeGrandLemps.Clerc.1988,Le Grand Lemps,Europe>Western Europe>France,45.47,5.42,680,"Clerc, J. 1988. Recherches pollenanalytiques sur la paleo-ecologie Tardiglaciaire et Holocene du Bas-Dauphine. Ph.D. Dissertation. Universite St. Jerome, Marseille, France.",10.1038/nature25464,this compilation,10.21233/QQ1X-ZK02,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-4,10964,28,0.53,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/LeGrandLemps.Clerc.1988.html,,,
Lonespruce.Kaufman.2012,Lonespruce,North America>United States Of America>Alaska,60.007,-159.143,135,10.1007/s10933-012-9607-4,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,LakeSediment,biophysical,BSi,bulk sediment,,,,BSi,percent,,T,air@surface,growing,summerOnly,positive,-5,14524,18,1.58,Temp12k,DSK,,http://lipdverse.org/globalHolocene/0_54_0/Lonespruce.Kaufman.2012.html,,,
Harrie.King.1986,Harrie,North America>Canada>Newfoundland And Labrador,52.93,-66.95,530,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Quebec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",10.1038/nature25464,this compilation,10.21233/N37X41,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-5,6805,228,0.88,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Harrie.King.1986.html,,,
Harrie.King.1986,Harrie,North America>Canada>Newfoundland And Labrador,52.93,-66.95,530,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Quebec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",10.1038/nature25464,this compilation,10.21233/N37X41,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-5,6805,228,0.88,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Harrie.King.1986.html,,,
Harrie.King.1986,Harrie,North America>Canada>Newfoundland And Labrador,52.93,-66.95,530,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Quebec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",10.1038/nature25464,this compilation,10.21233/N37X41,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-5,6805,228,0.88,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Harrie.King.1986.html,,,
HulunLake.Wen.2009,Hulun Lake,Asia>Eastern Asia>China,49.13,117.5,545.3,10.1111/j.1502-3885.2009.00125.x,,this compilation,not in Neotoma,LakeSediment,pollen,pollen,assemblage,WAPLS,,binned,temperature,degC,abs,T,air@surface,annual,annual,positive,-5,11035,73,1.18,Temp12k,TB,binned; no error included in paper,http://lipdverse.org/globalHolocene/0_54_0/HulunLake.Wen.2009.html,,,
HulunLake.Wen.2009,Hulun Lake,Asia>Eastern Asia>China,49.13,117.5,545.3,10.1111/j.1502-3885.2009.00125.x,,this compilation,not in Neotoma,LakeSediment,pollen,pollen,assemblage,WAPLS,,binned,temperature,degC,abs,T,air@surface,Summer,summer+,positive,-5,11035,73,1.18,Temp12k,TB,binned; no error included in paper,http://lipdverse.org/globalHolocene/0_54_0/HulunLake.Wen.2009.html,,,
HulunLake.Wen.2009,Hulun Lake,Asia>Eastern Asia>China,49.13,117.5,545.3,10.1111/j.1502-3885.2009.00125.x,,this compilation,not in Neotoma,LakeSediment,pollen,pollen,assemblage,WAPLS,,binned,temperature,degC,abs,T,air@surface,winter,winter+,positive,-5,11035,73,1.18,Temp12k,TB,binned; no error included in paper,http://lipdverse.org/globalHolocene/0_54_0/HulunLake.Wen.2009.html,,,
KeystoneIronbog.Fall.1985,Keystone Iron Bog,North America>United States Of America>Colorado,38.87,-107.03,2920,"Fall, P.L. 1985. Holocene dynamics of the subalpine forest in central colorado. American Association of Stratigraphic Palynologists Contribution Series No. 16:31-46.",10.1038/nature25464,this compilation,10.21233/N3704Q,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-5,9168,295,0.55,Temp12k,"TB, DSK","age gap of 3.2 ka, but five ages all on veg macrofossils",http://lipdverse.org/globalHolocene/0_54_0/KeystoneIronbog.Fall.1985.html,,,
KeystoneIronbog.Fall.1985,Keystone Iron Bog,North America>United States Of America>Colorado,38.87,-107.03,2920,"Fall, P.L. 1985. Holocene dynamics of the subalpine forest in central colorado. American Association of Stratigraphic Palynologists Contribution Series No. 16:31-46.",10.1038/nature25464,this compilation,10.21233/N3704Q,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-5,9168,295,0.55,Temp12k,"TB, DSK","age gap of 3.2 ka, but five ages all on veg macrofossils",http://lipdverse.org/globalHolocene/0_54_0/KeystoneIronbog.Fall.1985.html,,,
KeystoneIronbog.Fall.1985,Keystone Iron Bog,North America>United States Of America>Colorado,38.87,-107.03,2920,"Fall, P.L. 1985. Holocene dynamics of the subalpine forest in central colorado. American Association of Stratigraphic Palynologists Contribution Series No. 16:31-46.",10.1038/nature25464,this compilation,10.21233/N3704Q,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-5,9168,295,0.55,Temp12k,"TB, DSK","age gap of 3.2 ka, but five ages all on veg macrofossils",http://lipdverse.org/globalHolocene/0_54_0/KeystoneIronbog.Fall.1985.html,,,
MD98_2161.Fan.2018,MD98_2161,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,-5.21,117.48,-1185,10.1038/s41598-018-24055-1,10.1038/s41598-018-24055-1,this compilation,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=28.6936, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.13209) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,-6,25046,34,0.67,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MD98_2161.Fan.2018.html,,,
MD98_2161.Fan.2018,MD98_2161,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,-5.21,117.48,-1185,10.1038/s41598-018-24055-1,10.1038/s41598-018-24055-1,this compilation,,MarineSediment,Mg/Ca,Mg/Ca,ruber,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.3078, salinity=33.0391, pH=8.0794, clean=1, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,-6,25046,34,0.67,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MD98_2161.Fan.2018.html,,,
LagunaSaladaChiprana.EPD,Laguna Salada Chiprana,Europe>Southern Europe>Spain,41.23,-0.17,150,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/wc9m-v912,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-9,7395,167,0.54,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/LagunaSaladaChiprana.EPD.html,,,
LagunaSaladaChiprana.EPD,Laguna Salada Chiprana,Europe>Southern Europe>Spain,41.23,-0.17,150,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/wc9m-v912,LakeSediment,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,-9,7395,167,0.54,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/LagunaSaladaChiprana.EPD.html,,,
LagunaSaladaChiprana.EPD,Laguna Salada Chiprana,Europe>Southern Europe>Spain,41.23,-0.17,150,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/wc9m-v912,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-9,7395,167,0.54,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/LagunaSaladaChiprana.EPD.html,,,
Holebudalen.Seppa.2009,Holebudalen,Europe>Northern Europe>Scandinavia>Norway,59.83,6.98,1144,10.5194/cp-5-523-2009,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,"153-lake Norwegian training set (Brooks and Birks 2000, 2001)",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,-10,10948,263,0.64,Temp12k,"MTO, SEN, GVE","In the LiPD file the 3rd record based on chironomids, the others are unknown.",http://lipdverse.org/globalHolocene/0_54_0/Holebudalen.Seppa.2009.html,,,
Uitbergen.Verbruggen.1979,Uitbergen,Europe>Western Europe>Belgium,51.02,3.94,4,"Verbruggen, C. 1979. Paleoecologische en palynlogische benadering van enkele bekende historisch-geografisch problemen in Vlaaderen. Bronnen voor de historisch geografie van Belgie. Handelingen van het Colloquium te Brussel, 25-27-IV:487-497.",10.1038/nature25464,this compilation,10.21233/NVN7-F141,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-10,4372,295,0.46,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Uitbergen.Verbruggen.1979.html,,,
Uitbergen.Verbruggen.1979,Uitbergen,Europe>Western Europe>Belgium,51.02,3.94,4,"Verbruggen, C. 1979. Paleoecologische en palynlogische benadering van enkele bekende historisch-geografisch problemen in Vlaaderen. Bronnen voor de historisch geografie van Belgie. Handelingen van het Colloquium te Brussel, 25-27-IV:487-497.",10.1038/nature25464,this compilation,10.21233/NVN7-F141,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,-10,4372,295,0.46,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Uitbergen.Verbruggen.1979.html,,,
Uitbergen.Verbruggen.1979,Uitbergen,Europe>Western Europe>Belgium,51.02,3.94,4,"Verbruggen, C. 1979. Paleoecologische en palynlogische benadering van enkele bekende historisch-geografisch problemen in Vlaaderen. Bronnen voor de historisch geografie van Belgie. Handelingen van het Colloquium te Brussel, 25-27-IV:487-497.",10.1038/nature25464,this compilation,10.21233/NVN7-F141,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-10,4372,295,0.46,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Uitbergen.Verbruggen.1979.html,,,
PerchLake_ON.Terasmae.1975,Perch Lake ON,North America>Canada>Ontario,46.03,-77.34,160,"Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario.",10.1038/nature25464,this compilation,10.21233/MF7Y-NM83,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-10,10722,176,0.62,Temp12k,TB,cannot validate elevation,http://lipdverse.org/globalHolocene/0_54_0/PerchLake_ON.Terasmae.1975.html,,,
PerchLake_ON.Terasmae.1975,Perch Lake ON,North America>Canada>Ontario,46.03,-77.34,160,"Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario.",10.1038/nature25464,this compilation,10.21233/MF7Y-NM83,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-10,10722,176,0.62,Temp12k,TB,cannot validate elevation,http://lipdverse.org/globalHolocene/0_54_0/PerchLake_ON.Terasmae.1975.html,,,
PerchLake_ON.Terasmae.1975,Perch Lake ON,North America>Canada>Ontario,46.03,-77.34,160,"Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario.",10.1038/nature25464,this compilation,10.21233/MF7Y-NM83,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-10,10722,176,0.62,Temp12k,TB,cannot validate elevation,http://lipdverse.org/globalHolocene/0_54_0/PerchLake_ON.Terasmae.1975.html,,,
Renland.Johnsen.1992,Renland,North America>Greenland,71.3,-26.7,2350,10.1038/359311a0,10.1038/nature08355,www.ncdc.noaa.gov/paleo/study/11148,,GlacierIce,isotope,d18O,glacier ice,,,Calibration using the spatial slope of delta18O=0.67‰/°C*T-13.7,d18O,permil,SMOW,T,air@surface,annual,annual,positive,-10,11650,20,,Temp12k,AJO,,http://lipdverse.org/globalHolocene/0_54_0/Renland.Johnsen.1992.html,,,
HLY03_05GC.Mohtadi.2008,HLY03_05GC,Arctic Ocean,81.6214,-63.2578,-797,10.1016/j.epsl.2008.04.043,,10.1594/PANGAEA.733242,,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=-0.22089, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-2.1865) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,-11,10277,53,0.68,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/HLY03_05GC.Mohtadi.2008.html,,,
Compass.Macpherson.1986,Compass,North America>Canada>Newfoundland And Labrador,50.03,-56.2,236,"Dyer, A.K. 1986. A palynological investigation of the Late Quaternary vegetational history of the Baie Verte Peninsula, Northcentral Newfoundland. Thesis. Memorial University of Newfoundland, St. Johns, Newfoundland, CANADA.",10.1038/nature25464,this compilation,10.21233/N3HT33,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-11,10864,181,0.61,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Compass.Macpherson.1986.html,,,
Compass.Macpherson.1986,Compass,North America>Canada>Newfoundland And Labrador,50.03,-56.2,236,"Dyer, A.K. 1986. A palynological investigation of the Late Quaternary vegetational history of the Baie Verte Peninsula, Northcentral Newfoundland. Thesis. Memorial University of Newfoundland, St. Johns, Newfoundland, CANADA.",10.1038/nature25464,this compilation,10.21233/N3HT33,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-11,10864,181,0.61,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Compass.Macpherson.1986.html,,,
Compass.Macpherson.1986,Compass,North America>Canada>Newfoundland And Labrador,50.03,-56.2,236,"Dyer, A.K. 1986. A palynological investigation of the Late Quaternary vegetational history of the Baie Verte Peninsula, Northcentral Newfoundland. Thesis. Memorial University of Newfoundland, St. Johns, Newfoundland, CANADA.",10.1038/nature25464,this compilation,10.21233/N3HT33,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-11,10864,181,0.61,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Compass.Macpherson.1986.html,,,
Zbudovskablata.Rybnickova.1975,Zbudovska blata,Europe>Eastern Europe>Czech Republic,49.83,14.33,380,10.1007/BF02852857,10.1038/nature25464,this compilation,3519,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-12,9988,326,0.10,Temp12k,BSAD,weak chronology,http://lipdverse.org/globalHolocene/0_54_0/Zbudovskablata.Rybnickova.1975.html,,,
Zbudovskablata.Rybnickova.1975,Zbudovska blata,Europe>Eastern Europe>Czech Republic,49.83,14.33,380,10.1007/BF02852857,10.1038/nature25464,this compilation,3519,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,-12,9988,326,0.10,Temp12k,BSAD,weak chronology,http://lipdverse.org/globalHolocene/0_54_0/Zbudovskablata.Rybnickova.1975.html,,,
Zbudovskablata.Rybnickova.1975,Zbudovska blata,Europe>Eastern Europe>Czech Republic,49.83,14.33,380,10.1007/BF02852857,10.1038/nature25464,this compilation,3519,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-12,9988,326,0.10,Temp12k,BSAD,weak chronology,http://lipdverse.org/globalHolocene/0_54_0/Zbudovskablata.Rybnickova.1975.html,,,
PTHE.Self.2015,PTHE,Europe>Eastern Europe>Russian Federation,68.2033,92.1789,805,10.1177/0959683614556387,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,Western Russian calibration dataset (Self et al. 2011),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,-13,3874,205,0.77,Temp12k,"MTO, AES, SJB","3874-yr long record, accepted with relaxing criteria: because a few records are available from the region",http://lipdverse.org/globalHolocene/0_54_0/PTHE.Self.2015.html,,,
